order_id,date,time,cust_id
241,2015-01-04,20:11:25,210
242,2015-01-04,20:15:29,116
243,2015-01-04,20:26:17,130
244,2015-01-04,20:26:22,6
245,2015-01-04,20:28:41,184
246,2015-01-04,20:30:48,325
247,2015-01-04,20:55:29,181
248,2015-01-04,20:58:19,231
249,2015-01-04,21:06:16,252
250,2015-01-04,21:07:05,336
251,2015-01-04,21:10:05,206
252,2015-01-04,22:13:15,56
253,2015-01-04,22:16:18,334
254,2015-01-04,22:22:13,284
255,2015-01-05,11:23:35,182
256,2015-01-05,11:56:06,320
257,2015-01-05,11:59:04,2
258,2015-01-05,11:59:23,226
259,2015-01-05,12:04:25,106
260,2015-01-05,12:06:27,220
261,2015-01-05,12:38:29,29
262,2015-01-05,12:42:01,101
263,2015-01-05,12:57:22,115
264,2015-01-05,13:03:59,161
265,2015-01-05,13:04:42,326
266,2015-01-05,13:09:29,28
267,2015-01-05,13:37:50,74
268,2015-01-05,13:40:46,51
269,2015-01-05,13:49:34,50
270,2015-01-05,14:09:02,36
271,2015-01-05,14:22:19,126
272,2015-01-05,14:24:05,344
273,2015-01-05,14:28:00,15
274,2015-01-05,14:36:33,247
275,2015-01-05,14:38:14,10
276,2015-01-05,15:18:18,6
277,2015-01-05,15:41:50,90
278,2015-01-05,15:49:21,231
279,2015-01-05,16:07:03,347
280,2015-01-05,16:20:23,269
281,2015-01-05,16:33:48,11
282,2015-01-05,16:49:38,73
283,2015-01-05,16:51:43,106
284,2015-01-05,16:58:16,71
285,2015-01-05,16:58:38,49
286,2015-01-05,17:01:23,30
287,2015-01-05,17:30:09,145
288,2015-01-05,17:32:44,148
289,2015-01-05,17:36:23,161
290,2015-01-05,17:41:16,153
291,2015-01-05,17:44:39,265
292,2015-01-05,17:48:59,89
293,2015-01-05,17:58:38,152
294,2015-01-05,18:16:35,288
295,2015-01-05,18:20:12,51
296,2015-01-05,18:46:54,137
297,2015-01-05,19:02:18,334
298,2015-01-05,19:10:36,118
299,2015-01-05,19:34:31,117
300,2015-01-05,19:42:54,59
301,2015-01-05,19:45:58,140
302,2015-01-05,19:57:37,231
303,2015-01-05,20:02:51,74
304,2015-01-05,20:07:58,188
305,2015-01-05,20:35:40,268
306,2015-01-05,20:37:40,120
307,2015-01-05,21:45:38,154
308,2015-01-05,21:59:46,96
309,2015-01-06,11:39:06,163
310,2015-01-06,11:40:48,13
311,2015-01-06,11:57:27,266
312,2015-01-06,12:05:21,301
313,2015-01-06,12:09:09,325
314,2015-01-06,12:11:58,317
315,2015-01-06,12:17:40,282
316,2015-01-06,12:29:34,165
317,2015-01-06,12:31:00,119
318,2015-01-06,12:45:14,73
319,2015-01-06,12:46:22,105
320,2015-01-06,12:46:40,348
321,2015-01-06,12:56:21,85
322,2015-01-06,13:02:13,208
323,2015-01-06,13:05:33,48
324,2015-01-06,13:06:44,226
325,2015-01-06,13:07:32,171
326,2015-01-06,13:10:13,179
327,2015-01-06,13:10:54,39
328,2015-01-06,13:16:35,114
329,2015-01-06,13:22:44,97
330,2015-01-06,13:27:11,11
331,2015-01-06,13:43:30,173
332,2015-01-06,14:12:01,319
333,2015-01-06,14:16:36,228
334,2015-01-06,14:24:18,271
335,2015-01-06,14:24:47,60
336,2015-01-06,14:51:41,288
337,2015-01-06,15:03:12,234
338,2015-01-06,15:18:26,232
339,2015-01-06,15:25:13,257
340,2015-01-06,15:35:32,58
341,2015-01-06,15:35:47,256
342,2015-01-06,15:44:12,139
343,2015-01-06,15:45:37,43
344,2015-01-06,16:01:11,220
345,2015-01-06,16:01:47,266
346,2015-01-06,16:30:00,51
347,2015-01-06,16:37:17,231
348,2015-01-06,16:49:12,174
349,2015-01-06,17:25:58,120
350,2015-01-06,17:37:05,350
351,2015-01-06,17:37:29,43
352,2015-01-06,17:45:48,149
353,2015-01-06,17:59:48,24
354,2015-01-06,18:01:44,1
355,2015-01-06,18:14:45,42
356,2015-01-06,18:16:05,23
357,2015-01-06,18:27:58,51
358,2015-01-06,18:30:12,5
359,2015-01-06,18:33:08,13
360,2015-01-06,18:50:38,2
361,2015-01-06,19:12:38,34
362,2015-01-06,19:13:36,18
363,2015-01-06,19:20:31,11
364,2015-01-06,19:27:24,6
365,2015-01-06,19:37:26,20
366,2015-01-06,20:04:20,15
367,2015-01-06,20:05:12,44
368,2015-01-06,20:28:16,34
369,2015-01-06,20:30:06,21
370,2015-01-06,21:02:30,5
371,2015-01-06,21:15:20,18
372,2015-01-06,22:26:59,33
373,2015-01-07,11:45:18,33
374,2015-01-07,11:55:59,38
375,2015-01-07,11:58:36,1
376,2015-01-07,12:01:17,16
377,2015-01-07,12:03:18,4
378,2015-01-07,12:19:37,27
379,2015-01-07,12:25:37,19
380,2015-01-07,12:32:10,51
381,2015-01-07,12:33:06,48
382,2015-01-07,12:33:07,50
383,2015-01-07,12:43:59,2
384,2015-01-07,12:51:46,4
385,2015-01-07,12:54:19,28
386,2015-01-07,12:58:16,45
387,2015-01-07,13:03:14,43
388,2015-01-07,13:04:56,44
389,2015-01-07,13:10:17,3
390,2015-01-07,13:15:32,36
391,2015-01-07,13:25:31,21
392,2015-01-07,13:36:47,36
393,2015-01-07,13:48:31,38
394,2015-01-07,14:02:18,26
395,2015-01-07,14:11:08,42
396,2015-01-07,14:12:21,14
397,2015-01-07,14:31:10,50
398,2015-01-07,14:56:26,45
399,2015-01-07,15:47:49,15
400,2015-01-07,16:03:07,18
401,2015-01-07,16:08:35,22
402,2015-01-07,16:24:46,14
403,2015-01-07,16:26:10,50
404,2015-01-07,16:39:27,39
405,2015-01-07,16:44:16,37
406,2015-01-07,16:50:49,20
407,2015-01-07,16:56:42,7
408,2015-01-07,17:09:09,43
409,2015-01-07,17:15:04,37
410,2015-01-07,17:33:49,5
411,2015-01-07,17:58:09,25
412,2015-01-07,18:07:46,44
413,2015-01-07,18:11:32,39
414,2015-01-07,18:13:22,7
415,2015-01-07,18:16:23,47
416,2015-01-07,18:17:42,4
417,2015-01-07,18:24:40,36
418,2015-01-07,18:40:11,39
419,2015-01-07,19:02:31,30
420,2015-01-07,19:04:40,31
421,2015-01-07,19:21:58,48
422,2015-01-07,19:30:25,45
423,2015-01-07,19:45:07,21
424,2015-01-07,20:01:28,21
425,2015-01-07,20:21:19,10
426,2015-01-07,20:25:45,15
427,2015-01-07,21:49:00,15
428,2015-01-07,22:05:00,47
429,2015-01-07,22:16:53,23
430,2015-01-07,22:46:13,21
431,2015-01-08,11:17:13,26
432,2015-01-08,11:39:07,9
433,2015-01-08,11:49:50,38
434,2015-01-08,11:54:14,5
435,2015-01-08,12:06:09,52
436,2015-01-08,12:07:21,16
437,2015-01-08,12:07:54,39
438,2015-01-08,12:08:38,30
439,2015-01-08,12:13:08,47
440,2015-01-08,12:16:34,2
441,2015-01-08,12:16:58,5
442,2015-01-08,12:28:49,4
443,2015-01-08,12:34:20,51
444,2015-01-08,12:40:05,9
445,2015-01-08,12:57:39,11
446,2015-01-08,12:58:01,24
447,2015-01-08,13:02:00,46
448,2015-01-08,13:03:34,46
449,2015-01-08,13:04:15,12
450,2015-01-08,13:07:53,45
451,2015-01-08,13:19:06,21
452,2015-01-08,13:24:11,47
453,2015-01-08,13:27:14,11
454,2015-01-08,13:31:40,39
455,2015-01-08,13:39:14,20
456,2015-01-08,13:47:53,8
457,2015-01-08,13:59:04,16
458,2015-01-08,14:00:05,42
459,2015-01-08,14:14:02,49
460,2015-01-08,14:19:58,32
461,2015-01-08,14:21:19,39
462,2015-01-08,14:38:41,36
463,2015-01-08,14:40:28,47
464,2015-01-08,14:49:01,12
465,2015-01-08,14:55:23,47
466,2015-01-08,15:30:10,26
467,2015-01-08,15:33:13,34
468,2015-01-08,15:36:12,23
469,2015-01-08,15:37:18,32
470,2015-01-08,15:49:13,36
471,2015-01-08,16:20:26,14
472,2015-01-08,16:29:50,4
473,2015-01-08,16:41:27,45
474,2015-01-08,16:47:48,2
475,2015-01-08,17:15:17,18
476,2015-01-08,17:27:56,25
477,2015-01-08,17:30:04,11
478,2015-01-08,17:35:56,15
479,2015-01-08,17:37:03,50
480,2015-01-08,17:41:31,48
481,2015-01-08,17:41:37,26
482,2015-01-08,17:52:42,28
483,2015-01-08,17:54:05,12
484,2015-01-08,18:02:54,40
485,2015-01-08,18:07:31,34
486,2015-01-08,18:15:08,26
487,2015-01-08,18:30:16,34
488,2015-01-08,18:46:02,17
489,2015-01-08,18:48:43,30
490,2015-01-08,18:49:24,39
491,2015-01-08,19:01:12,3
492,2015-01-08,19:06:21,20
493,2015-01-08,19:31:47,12
494,2015-01-08,19:38:40,29
495,2015-01-08,19:42:52,27
496,2015-01-08,19:46:18,34
497,2015-01-08,19:49:26,51
498,2015-01-08,20:02:25,31
499,2015-01-08,21:10:46,41
500,2015-01-08,21:46:49,35
501,2015-01-08,21:51:31,42
502,2015-01-08,22:26:08,26
503,2015-01-09,11:16:21,8
504,2015-01-09,11:48:18,31
505,2015-01-09,11:55:10,51
506,2015-01-09,12:02:09,44
507,2015-01-09,12:06:03,11
508,2015-01-09,12:13:32,32
509,2015-01-09,12:13:58,41
510,2015-01-09,12:15:03,24
511,2015-01-09,12:18:21,34
512,2015-01-09,12:19:24,36
513,2015-01-09,12:22:48,29
514,2015-01-09,12:26:47,48
515,2015-01-09,13:07:37,6
516,2015-01-09,13:09:09,13
517,2015-01-09,13:09:11,33
518,2015-01-09,13:11:25,36
519,2015-01-09,13:15:20,25
520,2015-01-09,13:22:33,8
521,2015-01-09,13:43:07,32
522,2015-01-09,14:09:33,18
523,2015-01-09,14:42:14,5
524,2015-01-09,14:51:35,21
525,2015-01-09,15:08:46,22
526,2015-01-09,15:10:13,40
527,2015-01-09,15:23:37,52
528,2015-01-09,15:27:21,11
529,2015-01-09,15:31:01,36
530,2015-01-09,15:43:01,2
531,2015-01-09,15:58:10,3
532,2015-01-09,16:14:28,16
533,2015-01-09,16:28:43,37
534,2015-01-09,16:43:32,11
535,2015-01-09,17:08:47,29
536,2015-01-09,17:18:50,50
537,2015-01-09,17:23:52,11
538,2015-01-09,17:44:04,14
539,2015-01-09,17:51:34,14
540,2015-01-09,17:52:41,5
541,2015-01-09,18:07:47,30
542,2015-01-09,18:08:06,45
543,2015-01-09,18:23:59,49
544,2015-01-09,18:31:04,33
545,2015-01-09,18:46:28,28
546,2015-01-09,18:47:27,10
547,2015-01-09,18:49:23,46
548,2015-01-09,19:06:09,43
549,2015-01-09,19:06:34,47
550,2015-01-09,19:12:59,44
551,2015-01-09,19:26:24,17
552,2015-01-09,19:31:25,23
553,2015-01-09,20:14:47,30
554,2015-01-09,20:15:51,30
555,2015-01-09,20:18:25,14
556,2015-01-09,20:23:12,42
557,2015-01-09,20:30:06,47
558,2015-01-09,20:51:10,29
559,2015-01-09,21:10:16,40
560,2015-01-09,21:13:48,51
561,2015-01-09,21:47:56,18
562,2015-01-09,22:04:05,10
563,2015-01-09,22:19:03,49
564,2015-01-09,22:32:32,37
565,2015-01-10,12:11:19,17
566,2015-01-10,12:21:19,1
567,2015-01-10,12:27:47,48
568,2015-01-10,12:28:53,15
569,2015-01-10,12:37:10,23
570,2015-01-10,13:13:59,2
571,2015-01-10,13:14:47,52
572,2015-01-10,13:15:32,12
573,2015-01-10,13:39:33,41
574,2015-01-10,13:40:54,3
575,2015-01-10,13:41:04,32
576,2015-01-10,13:44:22,30
577,2015-01-10,13:45:00,29
578,2015-01-10,13:48:49,24
579,2015-01-10,13:51:19,19
580,2015-01-10,13:56:01,8
581,2015-01-10,14:13:01,43
582,2015-01-10,14:24:14,44
583,2015-01-10,14:33:19,16
584,2015-01-10,15:05:29,34
585,2015-01-10,15:58:42,52
586,2015-01-10,16:09:57,3
587,2015-01-10,16:32:36,22
588,2015-01-10,16:33:36,33
589,2015-01-10,17:12:39,34
590,2015-01-10,17:23:39,21
591,2015-01-10,17:32:54,40
592,2015-01-10,17:41:55,20
593,2015-01-10,17:48:57,41
594,2015-01-10,17:50:19,32
595,2015-01-10,18:12:28,44
596,2015-01-10,18:24:07,11
597,2015-01-10,18:32:36,16
598,2015-01-10,18:34:14,29
599,2015-01-10,18:34:27,31
600,2015-01-10,18:53:52,50
601,2015-01-10,18:58:19,46
602,2015-01-10,19:02:27,49
603,2015-01-10,19:03:11,28
604,2015-01-10,19:13:29,51
605,2015-01-10,19:23:51,20
606,2015-01-10,19:27:18,15
607,2015-01-10,19:36:16,2
608,2015-01-10,19:36:33,4
609,2015-01-10,19:39:32,28
610,2015-01-10,19:51:02,32
611,2015-01-10,19:58:10,33
612,2015-01-10,19:58:15,4
613,2015-01-10,20:10:44,27
614,2015-01-10,20:12:33,36
615,2015-01-10,20:14:03,21
616,2015-01-10,20:20:10,10
617,2015-01-10,20:27:26,6
618,2015-01-10,20:31:14,27
619,2015-01-10,20:41:58,1
620,2015-01-10,20:45:45,9
621,2015-01-10,20:49:29,45
622,2015-01-10,20:57:41,10
623,2015-01-10,21:21:21,43
624,2015-01-10,21:22:44,37
625,2015-01-10,21:50:23,4
626,2015-01-10,21:55:12,51
627,2015-01-10,22:18:35,42
628,2015-01-10,22:47:17,15
629,2015-01-10,22:48:39,47
630,2015-01-11,11:42:08,43
631,2015-01-11,11:44:36,3
632,2015-01-11,11:44:52,46
633,2015-01-11,11:51:45,29
634,2015-01-11,12:14:15,50
635,2015-01-11,12:18:31,49
636,2015-01-11,12:34:44,38
637,2015-01-11,12:44:10,14
638,2015-01-11,12:49:26,34
639,2015-01-11,13:23:21,46
640,2015-01-11,13:28:08,37
641,2015-01-11,13:37:46,33
642,2015-01-11,13:40:00,26
643,2015-01-11,13:43:19,10
644,2015-01-11,13:52:52,1
645,2015-01-11,14:03:45,51
646,2015-01-11,14:07:26,48
647,2015-01-11,14:07:35,15
648,2015-01-11,14:17:17,51
649,2015-01-11,14:29:23,45
650,2015-01-11,14:34:05,23
651,2015-01-11,14:49:35,16
652,2015-01-11,16:03:38,13
653,2015-01-11,16:18:23,41
654,2015-01-11,16:34:07,42
655,2015-01-11,16:43:33,12
656,2015-01-11,16:44:49,9
657,2015-01-11,16:45:47,39
658,2015-01-11,16:55:24,17
659,2015-01-11,16:56:39,27
660,2015-01-11,17:09:36,44
661,2015-01-11,17:18:14,42
662,2015-01-11,17:21:49,20
663,2015-01-11,17:29:14,4
664,2015-01-11,17:35:14,26
665,2015-01-11,17:42:23,43
666,2015-01-11,17:42:25,40
667,2015-01-11,18:13:08,37
668,2015-01-11,18:13:12,35
669,2015-01-11,18:40:44,33
670,2015-01-11,18:46:25,19
671,2015-01-11,19:18:42,34
672,2015-01-11,19:18:46,29
673,2015-01-11,19:28:13,35
674,2015-01-11,19:33:05,27
675,2015-01-11,19:33:19,26
676,2015-01-11,19:44:57,37
677,2015-01-11,19:51:09,36
678,2015-01-11,19:52:49,26
679,2015-01-11,20:31:02,26
680,2015-01-11,21:07:30,22
681,2015-01-11,21:29:50,52
682,2015-01-12,11:38:15,25
683,2015-01-12,11:39:08,5
684,2015-01-12,12:01:23,32
685,2015-01-12,12:11:46,8
686,2015-01-12,12:13:07,2
687,2015-01-12,12:21:09,52
688,2015-01-12,12:26:41,10
689,2015-01-12,12:33:22,18
690,2015-01-12,12:42:10,16
691,2015-01-12,12:45:53,6
692,2015-01-12,12:53:37,3
693,2015-01-12,13:04:24,52
694,2015-01-12,13:30:47,42
695,2015-01-12,13:33:06,5
696,2015-01-12,13:49:40,34
697,2015-01-12,13:58:56,37
698,2015-01-12,14:08:16,24
699,2015-01-12,14:27:03,5
700,2015-01-12,14:31:13,33
701,2015-01-12,14:33:39,38
702,2015-01-12,14:38:35,46
703,2015-01-12,15:08:01,28
704,2015-01-12,15:28:25,15
705,2015-01-12,15:31:00,30
706,2015-01-12,15:39:04,23
707,2015-01-12,15:41:32,3
708,2015-01-12,15:52:44,34
709,2015-01-12,15:53:56,38
710,2015-01-12,15:59:52,12
711,2015-01-12,16:21:10,44
712,2015-01-12,16:22:18,10
713,2015-01-12,16:31:56,39
714,2015-01-12,16:55:08,3
715,2015-01-12,17:05:33,19
716,2015-01-12,17:06:05,45
717,2015-01-12,17:24:44,44
718,2015-01-12,17:46:30,19
719,2015-01-12,17:52:27,31
720,2015-01-12,17:53:59,44
721,2015-01-12,18:17:15,26
722,2015-01-12,18:20:58,36
723,2015-01-12,18:21:04,23
724,2015-01-12,18:24:47,40
725,2015-01-12,18:33:14,10
726,2015-01-12,18:34:25,17
727,2015-01-12,18:44:57,38
728,2015-01-12,18:53:17,5
729,2015-01-12,19:20:41,19
730,2015-01-12,19:22:00,41
731,2015-01-12,19:27:47,33
732,2015-01-12,19:30:17,15
733,2015-01-12,19:57:36,28
734,2015-01-12,20:00:30,51
735,2015-01-12,20:35:34,28
736,2015-01-12,21:35:14,30
737,2015-01-13,11:31:34,20
738,2015-01-13,12:16:47,49
739,2015-01-13,12:19:38,7
740,2015-01-13,12:29:51,45
741,2015-01-13,12:49:09,10
742,2015-01-13,12:53:01,17
743,2015-01-13,13:08:32,30
744,2015-01-13,13:34:48,32
745,2015-01-13,13:36:53,33
746,2015-01-13,13:41:13,38
747,2015-01-13,14:15:02,38
748,2015-01-13,14:27:31,27
749,2015-01-13,14:29:23,15
750,2015-01-13,14:48:09,49
751,2015-01-13,15:07:35,25
752,2015-01-13,15:19:25,46
753,2015-01-13,15:22:11,13
754,2015-01-13,15:47:56,20
755,2015-01-13,15:50:49,42
756,2015-01-13,15:55:11,35
757,2015-01-13,16:10:34,28
758,2015-01-13,16:14:43,40
759,2015-01-13,16:14:56,7
760,2015-01-13,16:27:40,26
761,2015-01-13,16:30:20,10
762,2015-01-13,16:36:36,18
763,2015-01-13,16:38:57,50
764,2015-01-13,16:39:39,26
765,2015-01-13,17:11:41,4
766,2015-01-13,17:21:45,30
767,2015-01-13,17:21:48,38
768,2015-01-13,17:23:34,31
769,2015-01-13,17:43:17,18
770,2015-01-13,17:44:13,19
771,2015-01-13,17:59:32,47
772,2015-01-13,18:07:59,17
773,2015-01-13,18:18:15,21
774,2015-01-13,18:31:07,44
775,2015-01-13,18:42:12,41
776,2015-01-13,18:50:43,24
777,2015-01-13,19:10:20,25
778,2015-01-13,19:18:08,9
779,2015-01-13,19:19:58,11
780,2015-01-13,20:12:49,15
781,2015-01-13,20:31:17,40
782,2015-01-13,20:36:27,31
783,2015-01-13,21:17:08,51
784,2015-01-13,21:39:41,25
785,2015-01-14,11:28:44,4
786,2015-01-14,11:35:30,23
787,2015-01-14,11:45:30,1
788,2015-01-14,11:46:19,51
789,2015-01-14,11:51:37,32
790,2015-01-14,12:07:30,47
791,2015-01-14,12:23:54,35
792,2015-01-14,12:37:48,36
793,2015-01-14,12:38:27,20
794,2015-01-14,12:39:16,21
795,2015-01-14,12:42:17,10
796,2015-01-14,12:43:09,11
797,2015-01-14,12:50:01,23
798,2015-01-14,12:50:30,19
799,2015-01-14,12:51:29,4
800,2015-01-14,12:54:35,45
801,2015-01-14,13:10:53,51
802,2015-01-14,13:23:47,11
803,2015-01-14,13:37:51,7
804,2015-01-14,13:42:01,31
805,2015-01-14,14:07:52,3
806,2015-01-14,14:12:22,39
807,2015-01-14,14:15:29,45
808,2015-01-14,14:15:32,52
809,2015-01-14,14:26:17,27
810,2015-01-14,14:48:30,49
811,2015-01-14,14:48:56,41
812,2015-01-14,15:37:45,32
813,2015-01-14,16:09:29,8
814,2015-01-14,16:21:23,5
815,2015-01-14,16:38:00,25
816,2015-01-14,17:04:08,49
817,2015-01-14,17:10:38,52
818,2015-01-14,17:15:50,5
819,2015-01-14,17:21:39,24
820,2015-01-14,17:24:09,29
821,2015-01-14,17:37:26,33
822,2015-01-14,17:38:53,18
